af_track_id,af_danceability,af_energy,af_loudness,af_mode,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,af_key,af_speechiness,af_time_signature,af_duration_ms
4Tttv4p2xuAq1LpQ7LI95E,0.591,0.739,-6.451,1,0.141,0.0,0.48,0.613,172.414,4,0.429,4,263600
1ozdRCYFVt8Ui0dba1520D,0.738,0.782,-6.315,0,0.143,6.4e-06,0.176,0.654,154.875,11,0.169,4,367227
1g0XWggBPVc8BMQERcxVBK,0.754,0.567,-10.331,1,0.387,0.0,0.141,0.699,98.844,9,0.322,4,243707
7uluf56WVfHNImg1lAY7xP,0.678,0.77,-4.399,0,0.00583,0.0,0.109,0.412,90.0,9,0.222,4,284000
4iMoo46H6kGhX0pFpYnCVu,0.772,0.695,-8.013,1,0.00295,0.0,0.427,0.643,137.868,7,0.0735,1,272440
7hfRrdFJgFKK3cJ4rmkecE,0.821,0.703,-8.464,0,0.192,0.0,0.0816,0.536,105.154,11,0.24,4,203627
4LGMSdeKOUoy5Wf75Je0Hl,0.792,0.694,-8.496,0,0.0619,2.32e-05,0.25,0.804,177.094,8,0.33,4,309773
4tzStSrQFCWoNU82ozFBhs,0.825,0.876,-3.2,0,0.00227,0.0,0.126,0.539,91.8,10,0.202,4,274667
2B9aYvlGefTIgKLhM6ia8t,0.609,0.731,-6.846,1,0.397,0.0,0.664,0.685,91.778,9,0.322,4,296267
1IFe9I1vgx06d4SBxpD4fw,0.474,0.789,-2.901,0,0.0598,0.000157,0.273,0.602,166.001,10,0.434,4,230787
37zQVgP3aTLKNvluXLB5Ii,0.832,0.757,-4.908,1,0.029,0.0,0.463,0.449,95.905,7,0.135,4,314720
1n86eBhlqaxWIwi5YZTUok,0.846,0.42,-13.927,0,0.152,1.76e-05,0.251,0.633,96.194,10,0.117,4,259000
2p9sprAX27D6U5cuSE9NsM,0.836,0.484,-7.332,1,0.0454,0.0,0.0557,0.839,95.941,2,0.327,4,222933
5KA6S4auXremQLoBIsKprz,0.892,0.455,-11.206,1,0.0181,0.0,0.344,0.473,92.885,9,0.292,4,206933
07plBjARJU1Itic3kQuV4Z,0.905,0.615,-9.852,1,0.0287,3.51e-05,0.0625,0.662,92.098,8,0.343,4,237627
5badBrcNvFub5If1Mz93uL,0.703,0.848,-5.18,1,0.371,0.0,0.189,0.723,81.359,0,0.38,4,271667
2x35MVBSpQwBP9ZzQfPhvt,0.443,0.809,-6.253,0,0.163,0.0125,0.444,0.411,80.042,4,0.137,4,283880
401Wpcw5VRjNOmsPpvKlfJ,0.485,0.897,-8.372,1,0.064,0.0064,0.64,0.507,89.363,10,0.494,4,381187
7vDqM9MFCCAdeSSWQQdzT5,0.66,0.766,-4.263,1,0.0477,0.000239,0.624,0.722,164.791,7,0.194,4,285013
5LaFx91BE5YY9DpXml7L3Y,0.751,0.76,-4.867,0,0.162,0.0,0.242,0.824,140.743,7,0.0524,4,266973
11DLmgnvdCJ0xMYp6r8Ja2,0.777,0.654,-6.517,0,0.028,0.0,0.212,0.942,78.006,3,0.101,4,201627
1VRtV2JlMRo4ZrAyCKTb2v,0.654,0.816,-4.832,0,0.0225,0.0,0.216,0.858,174.055,10,0.313,4,272342
7nJ40UNjFW1SD9jDMajM1H,0.783,0.714,-13.514,0,0.121,3.07e-05,0.369,0.762,79.982,6,0.393,4,202060
3f04ysVYLQoaKFHLHjezws,0.816,0.813,-3.125,1,0.448,0.0,0.153,0.79,171.818,8,0.361,4,228092
1yshNtExWJOfvjfvUqGcnu,0.852,0.7,-6.891,0,0.000537,0.0553,0.405,0.396,94.056,11,0.161,4,215267
2KUuvz45mQcuNdyB2x196e,0.832,0.833,-5.183,1,0.0543,0.00115,0.392,0.72,94.01,0,0.225,4,253880
5oYQ84f7jWY90pblm2XJAO,0.7,0.818,-7.623,0,0.518,0.00018,0.288,0.442,90.041,9,0.0362,4,256387
4uCRg4dM7mnDvJgdTm5pBB,0.701,0.7,-8.096,1,0.0151,0.000116,0.345,0.757,172.124,0,0.411,4,222693
1XB2YcW0XQDXLilwLOqWtH,0.733,0.688,-7.817,1,0.166,0.0,0.0983,0.888,79.967,0,0.329,4,198800
4uW7wQZ3i4RivW2yoh11vq,0.694,0.771,-8.079,0,0.0151,0.000943,0.088,0.7,81.926,11,0.168,4,244000
3khnrlaj5CiXZgRLRiHsI8,0.885,0.747,-7.07,0,0.143,0.000101,0.583,0.552,91.974,1,0.199,4,241960
2llz8SyoIxy09C2pOnsyAW,0.632,0.856,-5.583,0,0.106,0.00379,0.333,0.868,87.028,5,0.0881,4,202493
5zMhnddQonZvMO5kSMPCBw,0.867,0.711,-5.035,1,0.0581,0.0,0.371,0.717,94.983,7,0.164,4,218173
5JdZoKXupuTx3zykXxbriP,0.874,0.613,-6.539,0,0.179,0.00879,0.13,0.328,89.978,4,0.147,4,144867
6UnSa9JjesARBpfUCHTmVQ,0.728,0.602,-7.742,0,0.0763,0.0315,0.367,0.568,77.01,7,0.134,4,222173
4tTBDyNwQm9dyh6DS3spB5,0.62,0.816,-6.208,1,0.0185,0.00741,0.0984,0.668,179.992,1,0.222,4,293360
2HOJ3zg25d5veWGlUe203L,0.629,0.699,-8.118,1,0.355,0.0,0.364,0.508,181.518,7,0.514,4,178467
4wseRLZqlHX0svfp0btZD5,0.841,0.628,-7.773,0,0.00165,0.0445,0.276,0.556,102.008,10,0.085,4,246333
6EoiDyFLeF4QX5IfFKXSYF,0.826,0.698,-4.004,1,0.0177,0.00761,0.314,0.604,100.108,11,0.151,4,255693
5qVF2rEf75oPrZHhmZmDKk,0.725,0.808,-6.843,1,0.000101,0.000976,0.0893,0.539,100.578,2,0.0865,4,254640
4fIjxAZjZLcJNygHWsFrLl,0.821,0.778,-8.538,0,0.0194,0.0,0.181,0.322,90.017,9,0.278,4,261427
2iCSw0Nd7ioPh7TdF3T37N,0.867,0.684,-8.815,0,0.0615,0.0,0.29,0.695,96.997,1,0.276,4,214040
4YPoYAJ41g1ErPWuoaZZyw,0.877,0.822,-8.725,1,0.0134,0.00218,0.596,0.774,95.004,7,0.235,4,319480
1oF0YS90jzk4M4Qxdk0gho,0.692,0.84,-6.309,1,0.00908,6.99e-05,0.088,0.415,96.991,1,0.136,4,202933
0iOsLardygHDqlTMExp9ak,0.709,0.617,-6.847,0,0.0936,0.0741,0.795,0.423,141.815,10,0.216,4,199602
1EcPiu9yccqlIGYdAjXiRT,0.757,0.858,-7.963,0,0.0028,0.35,0.403,0.881,155.964,0,0.0776,4,185133
14qnJ3HKmlKo1hwBQKJaB8,0.875,0.767,-6.909,0,0.0336,0.0438,0.0236,0.67,94.007,6,0.249,4,218067
57DZJLuPk9a5ULzdER3ZFy,0.903,0.704,-6.702,1,0.0272,0.00463,0.117,0.588,92.009,0,0.114,4,223093
2pfJsufl4kJ0kMT5C1nlwj,0.597,0.595,-7.282,0,0.08,0.0,0.0938,0.37,180.137,7,0.398,4,292413
6WunLSy2T9dGLdW30ibt8s,0.604,0.76,-4.173,1,0.0673,0.0,0.0697,0.919,204.959,5,0.392,4,221747
3BCDmMe7Kw2xEskxpVn2uF,0.779,0.66,-7.697,0,0.227,0.0,0.248,0.942,165.983,4,0.329,4,409287
7dEEQh0zrmar2UZmeazj6T,0.599,0.81,-6.847,1,0.0311,0.0,0.0481,0.76,181.877,1,0.287,4,181917
5VKN4j9rW1xkgrOk3PIUPK,0.692,0.637,-4.957,0,0.534,0.0,0.104,0.871,180.038,3,0.413,4,259918
2iqnTmYyY7e0SanovNvw0I,0.692,0.684,-8.071,1,0.0158,0.000262,0.456,0.734,172.23,0,0.402,4,222413
7yJj4umZ3DgeLU3LiU5TN3,0.864,0.744,-7.185,1,0.0225,0.385,0.164,0.269,94.98,2,0.121,4,211787
7JxTp4HrI99hr6L3VMCZbj,0.859,0.457,-7.75,0,0.262,0.0101,0.0941,0.839,95.018,9,0.104,4,189667
3A1CiVw4NdW6dKuMjftnJc,0.728,0.679,-7.109,0,0.0413,0.0,0.177,0.552,96.006,6,0.193,4,235227
4wPHioK5H2wDivqGWEwfaq,0.686,0.559,-7.734,1,0.196,0.00231,0.165,0.393,172.067,8,0.281,4,199613
1TkdFLhO4yRxwcqOjvT6MO,0.768,0.64,-4.529,1,0.424,0.245,0.173,0.552,93.992,2,0.0662,4,196760
1gTzghZ42RCmFTPVTWvOIb,0.704,0.721,-5.319,0,0.0355,1.82e-05,0.591,0.775,174.043,8,0.227,4,275467
5XMRDVl28VdvfqL0IFIiss,0.697,0.733,-5.265,0,0.0487,1.18e-06,0.103,0.828,173.009,6,0.329,4,359173
7ajxd0ULdHFjA2IqBlXlpc,0.899,0.705,-7.103,0,0.0319,0.24,0.126,0.774,102.238,8,0.235,4,208507
1crTf4RvraCjcPoqsaT9hd,0.518,0.827,-5.975,1,0.00728,0.188,0.084,0.41,181.999,8,0.328,4,269200
54cOByTOIGV1XhhNm5e52z,0.705,0.797,-5.845,1,0.148,1.49e-06,0.117,0.734,109.35,2,0.417,4,233307
2gABnPYOMsyxThmsOQ4uWK,0.547,0.63,-8.772,0,0.0122,0.00225,0.14,0.556,192.736,10,0.494,3,257747
7iEHCU1oYlqg3PloCa9uXW,0.658,0.839,-5.13,0,0.0608,2.45e-05,0.216,0.711,93.024,6,0.303,4,227173
3KeiwsmA8ATkmuQSWyEh46,0.433,0.806,-6.252,0,0.149,0.00608,0.488,0.449,80.186,4,0.122,4,283933
1ARifmfUe56dVQS6xBZgLr,0.486,0.896,-8.444,1,0.062,0.0114,0.615,0.505,89.684,0,0.457,4,381107
5GkHz6iL6D20kI3bUG5PcI,0.662,0.69,-6.438,0,0.13,0.0103,0.122,0.503,83.704,10,0.0532,4,311840
5SzC5keyEryoV7tc7IX2Cy,0.494,0.959,-4.751,1,0.159,0.094,0.37,0.458,176.878,1,0.286,4,291227
60EKSZLqpbybeB1D3ocwXr,0.579,0.846,-10.02,1,0.0632,1.33e-05,0.22,0.473,77.844,1,0.349,4,191067
3Jw774vf185xkKIUZWySx5,0.685,0.473,-9.431,0,0.0158,0.0873,0.65,0.518,79.47,10,0.0442,4,214707
4mqnIo3Yus6PL4S8P5t1MQ,0.643,0.707,-4.05,1,0.0278,0.0,0.286,0.646,174.179,7,0.407,4,236016
4F5gOJZ0wHGK8rnd8jVUcz,0.591,0.809,-6.099,0,0.0459,0.0,0.67,0.821,160.136,4,0.285,4,229297
5T8UclXfLOhYln4Q7GiQHU,0.844,0.629,-8.583,0,0.318,0.0,0.0941,0.861,80.027,6,0.504,4,250541
0iXhrFJCj6fDocBueze7Yg,0.846,0.573,-7.037,0,0.0977,0.0,0.161,0.961,143.934,2,0.119,4,360047
1pEMBjgNevArI6xnSKmLT9,0.636,0.85,-5.448,0,0.201,0.0,0.648,0.879,154.057,4,0.503,4,190328
0QY9hUVBMtftQ6pVP0KGqV,0.813,0.647,-8.263,0,0.215,0.0,0.0405,0.832,82.017,8,0.189,4,193020
17lCCiD4GknuLyXi8m1DV5,0.745,0.651,-7.94,0,0.182,0.0,0.128,0.696,164.023,9,0.374,4,213448
1rd6O7sdQfKtBrnmeZQlRq,0.711,0.826,-3.371,1,0.297,0.0,0.272,0.649,87.023,0,0.123,4,246107
2kZQOcg3c838TB1C90pvc8,0.705,0.834,-5.555,0,0.141,0.0,0.481,0.802,80.99,8,0.143,4,278377
7qhVj3rxC6PWL97f7fBqGq,0.7,0.685,-7.177,1,0.203,0.0,0.182,0.484,80.0,7,0.0588,4,158694
4qLbn0Vn0wXB6g7B0tOKy7,0.802,0.692,-6.722,0,0.209,0.0,0.0865,0.879,170.05,11,0.236,4,417254
26ScWsyaN8pG45CcRQV4tz,0.542,0.752,-8.944,0,0.356,0.0,0.0415,0.593,87.276,9,0.362,4,279960
1cucFzR8tzyEO1pxgPxYF9,0.715,0.776,-5.266,1,0.117,0.0,0.127,0.804,173.063,2,0.349,4,251927
05DOYX9MB5oUQbr6RPa6dH,0.854,0.438,-11.475,0,0.511,0.00189,0.295,0.178,139.957,5,0.489,4,203964
6bR8iWWmjxvkn8vbWSkebG,0.643,0.69,-14.584,1,0.0817,0.0057,0.246,0.759,79.98,2,0.231,4,223974
2VXwsXy85H7wIpapJ2Btyu,0.857,0.631,-11.829,0,0.000956,0.00303,0.0748,0.303,81.241,8,0.303,4,182933
2m7KKQhYK3hYpC9izt1JCR,0.794,0.851,-2.427,1,0.514,0.0,0.273,0.966,87.871,9,0.348,4,277551
2onVQGTfFV5bH8jyGP9yq8,0.781,0.733,-6.479,0,0.281,0.0,0.108,0.563,131.974,10,0.115,4,217246
3o8mSFsqG44paFc9iFJ3yd,0.72,0.726,-4.719,1,0.0754,0.0,0.636,0.867,85.53,1,0.144,4,280674
53dvB3Csl9Wk5EMmUPpL8Z,0.815,0.588,-8.046,1,0.0209,0.0,0.153,0.682,93.004,5,0.0496,4,312790
7EuYb5wYgWhJIdzf38lebZ,0.749,0.787,-7.61,0,0.281,0.0,0.172,0.876,88.94,4,0.26,4,214518
4058DPUoC7sLPQ05pr3e4C,0.734,0.663,-6.279,1,0.342,0.0,0.649,0.845,166.846,10,0.309,4,219573
1XeaBc0qxmiu1LdxIThsbf,0.767,0.667,-8.165,1,0.278,0.0,0.109,0.858,94.341,2,0.322,4,206106
5lxvAURhqgI1qrNmJHB69k,0.676,0.857,-5.39,1,0.124,0.000243,0.345,0.538,94.031,1,0.209,4,130299
2vzrNeaqW3rWYAgBO3YSZH,0.688,0.717,-5.146,1,0.079,0.0,0.433,0.586,75.441,1,0.27,4,292023
6GUA71tYDtRw2odqa0rteC,0.684,0.522,-11.249,0,0.111,0.0,0.138,0.666,89.929,6,0.347,4,228049
1seFxVgAnzOHHBDQgLkdmj,0.641,0.747,-5.902,0,0.02,0.0,0.11,0.755,89.024,4,0.0841,4,264387
1PRXZfUbOszL7rlHg1sZh5,0.686,0.722,-6.351,0,0.201,0.0,0.48,0.84,83.98,4,0.26,4,246857
1nSPlJY53DG3avK6UfpDpZ,0.644,0.791,-4.587,1,0.157,0.0,0.314,0.408,91.753,5,0.273,4,318328
1lGKVCGOgKSiDJbnvNUMyU,0.761,0.791,-6.392,1,0.201,0.0,0.107,0.783,174.047,1,0.323,4,223970
1WzGNtDrvt0fQ75gpr06m5,0.748,0.655,-11.092,0,0.0676,6.94e-06,0.367,0.734,83.028,9,0.0522,4,187873
6FXSKEJjf8N3tukavyd0RI,0.794,0.641,-6.956,0,0.0918,9.03e-05,0.107,0.788,168.057,4,0.262,4,225280
1SB2YU92hrqaxRvjISlHWk,0.57,0.652,-8.416,0,0.0196,0.0,0.363,0.856,150.13,0,0.0477,4,182328
6IvOJYhT1frsjHtYQYHKhl,0.835,0.581,-6.192,1,0.2,0.0,0.0975,0.723,89.819,11,0.17,4,250987
3zIWKwDZU8loj68URlEQAf,0.802,0.463,-10.604,1,0.328,0.0,0.0545,0.852,89.022,2,0.184,4,185053
0gA859UaqGLyvudBURgcGC,0.8,0.717,-7.836,1,0.0645,0.0,0.39,0.472,80.014,0,0.195,4,182230
3dm3f4nyxuUH5KX6ZdR7nW,0.719,0.548,-10.443,0,0.555,0.0,0.0856,0.508,132.006,1,0.0911,4,249507
1tFzqZXa4T2WzwLsTCouNa,0.698,0.847,-5.546,0,0.00318,7.3e-05,0.0741,0.462,167.948,6,0.436,4,225053
5R5ZrfJo1M67NAamKMIVto,0.551,0.831,-4.598,0,0.286,0.0,0.316,0.897,172.401,6,0.364,4,313234
3rFQdyT9s0sg1zEaYQmJ45,0.463,0.694,-5.755,0,0.257,0.0,0.0734,0.438,184.438,1,0.229,4,211182
0cLFOTlDp9lJOfBxPyHbYC,0.836,0.614,-10.925,1,0.468,0.0,0.28,0.927,93.283,7,0.2,4,227291
2i6MtkMmJOSumupuJOTebM,0.81,0.695,-6.21,1,0.159,0.0,0.32,0.741,87.048,1,0.387,4,199288
72zGvvuFPiSXze3nqHJm7k,0.927,0.509,-9.718,1,4.89e-05,1.06e-06,0.0958,0.29,135.96,1,0.0539,4,104090
4Sv51IrvdBPZeG6Lbx2cIc,0.722,0.708,-5.683,0,0.125,0.0,0.329,0.236,76.985,11,0.324,4,154721
6Qd2OmDq4rPFQi7qCHapTx,0.379,0.43,-11.445,1,0.317,0.0725,0.0861,0.0586,99.93,1,0.0509,4,174375
4LfZGbBkFJW0KF44vNoVjU,0.799,0.376,-10.384,0,0.305,0.831,0.101,0.0919,110.024,10,0.0795,4,110155
6TJDIi4bBYRRvOx0b75XmE,0.638,0.534,-8.901,1,0.0398,0.0,0.132,0.131,179.953,2,0.111,4,97917
6oyeeA0sHwHM1pPpZaIsrD,0.697,0.844,-5.008,1,0.384,2.04e-05,0.0557,0.263,146.056,8,0.29,4,141971
7pu5jnOlS1k4fmigtRaXvG,0.738,0.596,-7.222,1,0.00416,5.08e-05,0.15,0.255,118.922,2,0.149,4,181577
4eaXSrScP9VdnF4G0KaeDh,0.608,0.404,-11.028,1,0.773,0.0128,0.708,0.398,127.263,11,0.445,4,116568
7aDtncONHeoXQqZoieo1rE,0.863,0.368,-12.307,0,0.299,0.000324,0.102,0.445,119.994,10,0.0396,4,192235
5NlUfFPL2z3RWAXy8NcRs8,0.712,0.757,-4.984,0,0.00965,0.1,0.419,0.657,163.028,1,0.114,4,140458
463wzr2cC6HK1j1QxeT25v,0.822,0.479,-8.91,0,0.0391,0.00375,0.0859,0.105,133.043,0,0.0677,4,265277
4BPJpGU3OHQVxMYnY2vBLZ,0.692,0.612,-6.176,0,0.0143,4.82e-06,0.113,0.561,139.987,10,0.177,4,240000
4Hep6vGkBN5w9BL46omYBs,0.716,0.951,-3.608,1,0.0827,1.64e-05,0.11,0.752,106.014,8,0.0303,4,225849
5AVOViGgI5gHeLhTqs9iXH,0.734,0.579,-6.737,0,0.0521,0.0,0.151,0.287,150.088,0,0.203,4,172922
5TTOE0AG2peRUOE5iNdLXO,0.796,0.438,-11.137,1,0.477,8.63e-05,0.215,0.319,127.025,1,0.349,4,124714
5s6JRth3XYtu6d23IqFRle,0.776,0.51,-7.175,1,0.112,0.000188,0.403,0.219,136.994,1,0.374,4,142315
4yORBk6ZyYsJpnJchyZevc,0.935,0.429,-6.697,1,0.0308,0.0,0.102,0.0769,139.987,1,0.118,4,123481
51z11zCSSgW3OsL6UE2xcS,0.805,0.722,-6.781,0,0.00239,0.0,0.2,0.526,95.009,6,0.0439,4,177474
5BaRniURmLYghvDSUu8VcB,0.672,0.346,-12.098,1,0.64,0.00169,0.161,0.317,92.97,5,0.0512,4,134166
0EGZZ4mm5BTBrHspq3cODC,0.401,0.389,-13.995,0,0.233,0.0,0.115,0.139,178.217,2,0.169,3,177484
2iNjzjmZPOojZ2AP00Ww92,0.775,0.417,-9.429,0,0.122,0.0,0.108,0.714,115.998,1,0.0514,4,157440
06QrplzAr03nfX0DX7vZEl,0.596,0.829,-7.95,1,0.381,4.93e-05,0.13,0.519,175.558,0,0.448,4,272851
1TWnMN7Cb9HwoI3Ac3DDzo,0.815,0.541,-8.525,1,0.361,0.0,0.119,0.138,138.006,0,0.0683,4,111464
2TB24lCBq8JwTkFk9QjjmF,0.796,0.497,-6.802,0,0.183,0.000726,0.378,0.348,125.972,4,0.0464,4,133662
1jWJcuTUgO99gntArSPmrB,0.84,0.4,-11.807,0,0.698,0.00143,0.116,0.381,124.009,5,0.0516,4,154947
2FAWeznU75CzuaKogazioo,0.57,0.518,-12.438,0,0.261,0.0237,0.187,0.226,132.96,8,0.0512,4,185937
2fP8na7DF7yTad97eEJ6pZ,0.762,0.976,-3.576,1,0.482,0.0,0.1,0.813,163.024,4,0.237,4,129571
2T5YxViSy8Znu6vsE1j0Fm,0.623,0.259,-12.347,1,0.813,0.000189,0.0795,0.104,80.776,8,0.2,4,293967
13QgW9JCyps7LAytEqGZZw,0.857,0.353,-6.146,1,0.374,0.0,0.133,0.0749,123.091,1,0.077,4,115122
2md42KIaIVMCsyJW7Z99TJ,0.689,0.41,-11.468,1,0.171,0.607,0.261,0.152,140.023,1,0.044,4,137064
6SN1WX0OVZP2TRMnqfggVx,0.845,0.575,-10.0,1,0.281,7.17e-06,0.118,0.683,164.989,0,0.369,4,128120
6VGGUt2yqHqrEnEeKrIkJM,0.88,0.551,-13.803,0,0.461,0.000393,0.219,0.7,110.038,4,0.335,4,124369
6m2yzFxphk64CLYkDgl4qs,0.895,0.667,-6.725,0,0.0182,0.0238,0.151,0.0357,119.974,10,0.101,4,113822
7atm51dFT3BN7vgANsVIeT,0.774,0.474,-8.953,1,0.134,1.49e-05,0.233,0.0893,85.016,1,0.29,4,117176
00p85inzGeXRXgqDVn7Ftq,0.756,0.453,-9.965,1,0.0039,0.0,0.632,0.114,140.132,8,0.318,4,144380
0QQuVktDgYFDK9rNZAkS4S,0.608,0.618,-9.414,1,0.212,0.34,0.221,0.113,109.965,3,0.0905,4,192261
0SjI6eZTjcpbXACDHhjBom,0.445,0.455,-8.927,0,0.171,0.0,0.117,0.243,109.988,1,0.0564,4,184615
0TxdxC2KjaVPx6ZczLGKwm,0.748,0.444,-8.739,1,0.197,3.93e-05,0.128,0.0499,130.047,11,0.0479,4,140064
0WEI3cNqwQ1nyWYsBw3n7f,0.914,0.408,-6.712,0,0.0268,0.00179,0.116,0.0944,140.026,10,0.141,4,150909
0Xvrvpn9ZR609eeCbgjEE8,0.622,0.787,-6.095,1,0.00137,0.0341,0.412,0.215,80.001,1,0.0478,4,159012
0f7cMUms0ChZDWFxgrFWrS,0.622,0.664,-7.884,1,0.379,0.000428,0.261,0.447,140.024,0,0.0407,4,174520
0fyBYsrmpihh1mfalssDlB,0.585,0.579,-9.387,0,0.15,0.0,0.111,0.281,120.838,10,0.447,4,185218
0hNXSYtNpYVtfeME1wZq5r,0.667,0.411,-12.624,0,0.0856,0.00197,0.0916,0.1,128.05,6,0.108,4,225000
0jakaHRU7ubOzJTseh6tJu,0.774,0.852,-3.85,0,0.00377,0.000623,0.0937,0.595,163.975,10,0.213,4,135732
0v3LiSaFcB4tb35ImKb0eN,0.716,0.64,-11.413,0,0.406,0.00491,0.185,0.155,164.015,4,0.481,4,165017
10mgRnVLwgGuQdTrRZsnQt,0.748,0.642,-5.689,0,0.157,0.0,0.117,0.343,85.937,3,0.0575,4,202371
17vw87cdrPSRkeB565wJH5,0.749,0.577,-8.25,1,0.144,2.98e-05,0.157,0.225,156.073,1,0.104,4,162429
1EwmhTKFcQ9EZESRRDmOes,0.818,0.611,-5.424,1,0.537,0.0,0.222,0.317,120.084,8,0.307,4,96967
1H4m7QplN58h3J1AsPVY7W,0.459,0.559,-8.219,0,0.311,0.00247,0.356,0.316,120.055,9,0.256,4,203221
1JJ3n9lj9c05ehwl3seVNl,0.747,0.505,-10.409,1,0.195,0.00449,0.12,0.434,149.872,11,0.232,4,120202
1N7LOfeXaVkCzRSSUNW6W2,0.759,0.66,-7.536,0,0.000624,0.0,0.0953,0.231,89.985,4,0.45,4,154897
1QeWiDiPXHfRd2zbHgK5GR,0.764,0.652,-9.457,1,0.016,0.00392,0.562,0.246,151.977,8,0.139,4,202880
1Qhq3Tkbj68i5aRPySso5n,0.679,0.753,-6.566,0,0.0101,0.196,0.154,0.0948,122.03,7,0.0492,4,240000
1Qiwr9npNlx3noE0P2AMQs,0.597,0.714,-5.506,0,0.126,0.0,0.0837,0.368,91.926,6,0.109,4,260533
1a78NcLp9rwEqODj96YevQ,0.698,0.9,-7.763,0,0.02,7.35e-06,0.231,0.676,175.184,6,0.379,4,143314
0OlLxqpcMutBKFZctsRWHK,0.572,0.377,-12.09,1,0.521,2.96e-05,0.101,0.0475,187.986,2,0.0437,4,190560
0T6OsFhh9xIqsXTbvinXes,0.754,0.575,-8.269,1,0.0939,3.06e-06,0.192,0.167,109.012,1,0.0541,4,140808
0kWIaKRtIBA4jre7JwWTwZ,0.947,0.696,-8.516,0,0.0286,0.000235,0.064,0.45,120.019,1,0.109,4,105288
06KGsnrJI4Fd6V3rpSKDwi,0.734,0.709,-10.433,1,0.0138,0.0,0.111,0.499,140.157,1,0.429,4,154227
0NurtsK6qk4qwDfxmfC2YL,0.855,0.621,-7.482,1,0.173,0.0748,0.0951,0.352,105.054,8,0.0614,4,128052
0kCfKToIFZFQQAaSQHcjRL,0.781,0.493,-7.649,1,0.0717,0.586,0.123,0.0383,106.011,1,0.0522,4,133747
0xpc0CPl0kAawaoe2Aq8st,0.748,0.617,-8.348,0,0.217,0.0,0.116,0.487,173.0,1,0.135,4,127630
1BrJYaaZLPg06NewOf4LYB,0.781,0.66,-7.092,1,0.0342,0.103,0.102,0.45,136.053,1,0.0352,4,240761
1tGXJ9OsD1lChHxcI6FA4b,0.731,0.608,-7.723,1,0.458,0.0,0.0932,0.192,120.007,1,0.206,4,176082
0rKWOuuXBUi3jBGptuOy9S,0.705,0.6,-8.7,0,0.232,0.0,0.12,0.345,94.087,10,0.339,4,147988
19TcIDECdjNCWOW4itYJLc,0.599,0.244,-15.011,1,0.111,0.164,0.101,0.051,199.932,1,0.145,5,123064
0vtxnsqQPd3ctEOq20U8q0,0.785,0.535,-6.686,1,0.14,0.0,0.11,0.229,135.058,8,0.0445,4,162704
0blBnxZjYFjP1DsyAuBo1O,0.633,0.707,-7.132,1,0.326,0.0,0.246,0.221,140.039,7,0.0828,4,144043
0vXBObhGFYhTSIMpuoXm3p,0.784,0.925,-2.51,0,0.00269,0.0,0.345,0.208,149.98,6,0.0883,4,128052
1MxhhFSot6l3CI4abdhPMG,0.645,0.2,-17.286,1,0.301,0.00564,0.102,0.424,90.026,2,0.203,3,224000
0p22RyiPGFA1xGWPjAvuDB,0.798,0.819,-6.689,1,0.0622,0.0,0.139,0.191,90.03,7,0.121,4,149375
00t7QTffOR3SA3L1BvSQVq,0.604,0.501,-10.171,0,0.466,9.09e-06,0.091,0.0956,78.61,5,0.425,4,170213
12usFLwN711AuYx2HMWDSI,0.694,0.862,-3.555,0,0.179,0.0,0.323,0.29,89.981,7,0.217,4,213375
1upfW4S5eXLwC8PaTZFjKe,0.447,0.462,-12.312,0,0.776,2.25e-06,0.101,0.28,130.029,5,0.148,4,206841
1va2rmvHBHJNXmtmq5shS0,0.854,0.805,-5.796,1,0.0921,5.18e-05,0.114,0.814,156.011,1,0.24,4,172706
1ydufXtanCmeNzx5EKB3dB,0.635,0.563,-12.775,1,0.0235,0.0,0.142,0.926,74.814,1,0.559,3,167993
2Vc6NJ9PW9gD9q343XFRKx,0.831,0.814,-7.364,1,0.0598,0.0134,0.0556,0.389,156.985,2,0.42,4,124539
0vSWgAlfpye0WCGeNmuNhy,0.85,0.893,-4.783,1,0.0138,4.14e-06,0.372,0.0391,109.025,5,0.0623,4,98821
0VSXnJqQkwuH2ei1nOQ1nu,0.476,0.781,-4.71,1,0.0237,0.0,0.114,0.175,93.474,0,0.103,3,123661
0XfQbq7DaMOmVXgQ71eA6E,0.718,0.668,-4.162,1,0.0254,0.0078,0.124,0.038,130.826,8,0.137,4,77584
0LLeuNBWPOg3XA73yab3PT,0.694,0.711,-5.525,1,0.0397,0.0,0.112,0.283,138.049,8,0.221,3,127524
37gqBnUAZe8BY8WR56kDNk,0.774,0.751,-2.445,1,0.0614,0.0,0.0728,0.189,109.98,1,0.198,4,140326
2ggqfj97qyiORmXoVFzP5j,0.893,0.907,-10.406,1,0.152,0.0311,0.558,0.302,99.971,11,0.367,4,121979
7EL7ifncK2PWFYThJjzR25,0.864,0.365,-10.219,1,0.187,0.0,0.116,0.0478,94.969,8,0.0655,4,101172
1umsRbM7L4ju7rn9aU8Ju6,0.767,0.576,-9.683,0,0.145,2.61e-06,0.0968,0.187,139.99,10,0.256,4,96062
4SKqOHKYU5pgHr5UiVKiQN,0.765,0.726,-5.58,1,0.0077,0.0,0.619,0.27,128.014,5,0.191,4,135079
